entropy,shap_distance,zdcs,prediction_prob,attack_category
0.0013378494300979274,0.31994110345840454,0.16063947644425122,0.9999101,Analysis
0.0017226640544155153,0.3221251368522644,0.16192390045333996,0.999881,Analysis
0.000768730790441044,0.07247298955917358,0.03662086017480731,0.99995124,Analysis
0.0003489045544439392,0.07921570539474487,0.0397823049745944,0.9999795,Analysis
0.0013378494300979274,0.31994110345840454,0.16063947644425122,0.9999101,Analysis
0.001694661617505647,0.2755875587463379,0.13864111018192177,0.9998832,Analysis
0.00169310453629847,0.2942437529563904,0.14796842874634442,0.9998833,Analysis
0.0019951910548281484,0.11556917428970337,0.05878218267226576,0.9998599,Analysis
0.003169311069858896,0.43825966119766235,0.22071448613376063,0.9997652,Analysis
0.0017366443628704178,0.10826212167739868,0.05499938302013455,0.99987996,Analysis
0.001050342975927674,0.3004921078681946,0.15077122542206112,0.9999312,Analysis
0.0037334141646889083,0.12875401973724365,0.06624371695096629,0.9997179,Analysis
0.0020530759811808524,0.33573198318481445,0.16889252958299766,0.9998554,Analysis
0.0012622817816702575,0.301364541053772,0.15131341141772112,0.9999157,Analysis
0.0063615294226440425,0.08769983053207397,0.047030679977359005,0.9994856,Analysis
0.0004640873735942411,0.08068174123764038,0.04057291430561731,0.999972,Analysis
0.0004982129555133806,0.0850178599357605,0.042758036445636936,0.9999697,Analysis
0.001735091480458428,0.11721760034561157,0.059476345913035,0.9998801,Analysis
0.004422904368624432,0.1796155571937561,0.09201923078119027,0.9996587,Analysis
0.0010996620241951192,0.3164556622505188,0.15877766213735695,0.99992764,Analysis
0.0005178568928322801,0.07978081703186035,0.040149336962346314,0.9999684,Analysis
0.0037334141646889083,0.12875401973724365,0.06624371695096629,0.9997179,Analysis
0.007538103045630312,0.08939439058303833,0.04846624681433432,0.9993765,Analysis
0.0035415665099406005,0.4272587299346924,0.21540014822231648,0.9997341,Analysis
0.002706140797109417,0.2729281783103943,0.13781715955375184,0.99980325,Analysis
0.0011062183589038413,0.3065929412841797,0.15384957982154177,0.99992716,Analysis
0.0013137884022301715,0.17102974653244019,0.08617176746733518,0.9999119,Analysis
0.005945344843700644,0.10825741291046143,0.057101378877081034,0.9995235,Analysis
0.002830515996574842,0.07737916707992554,0.04010484153825019,0.9997931,Analysis
0.0011062183589038413,0.09794610738754272,0.049526162873223284,0.99992716,Analysis
0.0014081359179151916,0.31081581115722656,0.15611197353757086,0.9999049,Analysis
0.000528538417848453,0.0849117636680603,0.04272015104295438,0.9999677,Analysis
0.0014716699872884972,0.3085678219795227,0.1550197459834056,0.9999001,Analysis
0.0020469925987620027,0.34429818391799927,0.17317258825838064,0.9998559,Analysis
0.0014558180238910016,0.3216838836669922,0.1615698508454416,0.9999013,Analysis
0.0028130011423314555,0.07328897714614868,0.03805098914424007,0.99979454,Analysis
0.00046588987438010287,0.058946192264556885,0.029706041069468492,0.99997187,Analysis
0.9456980285817613,0.7075716257095337,0.8266348271456475,0.63631696,Analysis
0.001088177563575321,0.3155969977378845,0.15834258765072992,0.9999285,Analysis
0.0029976539095989897,0.2704867720603943,0.13674221298499664,0.9997794,Analysis
0.0006654808632365205,0.09701889753341675,0.048842189198326634,0.9999584,Analysis
0.0021122712675355404,0.2625797390937805,0.13234600518065803,0.99985075,Analysis
0.0005956771948778187,0.0621911883354187,0.03139343276514826,0.99996316,Analysis
0.005218379217057777,0.07731515169143677,0.041266765454247276,0.9995888,Analysis
0.0017939742084993897,0.3040919303894043,0.15294295229895186,0.99987555,Analysis
0.3140778986847021,0.5981390476226807,0.4561084731536914,0.94333094,Analysis
0.0014716699872884972,0.3085678219795227,0.1550197459834056,0.9999001,Analysis
0.0012945018243696444,0.3214489221572876,0.16137171199082861,0.99991333,Analysis
0.0010931012387634987,0.2873108983039856,0.14420199977137454,0.9999281,Analysis
0.0017800503318518015,0.33365559577941895,0.16771782305563537,0.9998766,Backdoor
0.000532093831649017,0.07781016826629639,0.0391711310489727,0.99996746,Backdoor
0.06515308516081698,0.5812574028968811,0.32320524402884904,0.9922963,Backdoor
0.00025851398334322335,0.07984191179275513,0.04005021288804918,0.9999852,Backdoor
0.0018757044286231374,0.3316164016723633,0.1667460530504932,0.9998692,Backdoor
0.0017800503318518015,0.06639856100082397,0.03408930566633789,0.9998766,Backdoor
0.0005692769762233883,0.09659910202026367,0.04858418949824353,0.99996495,Backdoor
0.0024402216926104033,0.12050992250442505,0.06147507209851773,0.9998247,Backdoor
0.002830515996574842,0.07737916707992554,0.04010484153825019,0.9997931,Backdoor
0.002066755319996745,0.1199960708618164,0.061031413090906574,0.9998543,Backdoor
0.007882114030247566,0.3102303743362427,0.15905624418324513,0.99934405,Backdoor
0.0010996620241951192,0.3072127103805542,0.15415618620237465,0.99992764,Backdoor
0.003229596699347765,0.3342209458351135,0.16872527126723064,0.9997602,Backdoor
0.0009258385375463908,0.10427635908126831,0.05260109880940735,0.99994016,Backdoor
0.0005956771948778187,0.0621911883354187,0.03139343276514826,0.99996316,Backdoor
0.0011307645995434165,0.09475356340408325,0.04794216400181334,0.9999254,Backdoor
0.0024862767654512197,0.10478031635284424,0.05363329655914773,0.999821,Backdoor
0.0014906653367148482,0.32829058170318604,0.16489062351995043,0.9998987,Backdoor
0.001384222603662117,0.0858415961265564,0.043612909365109254,0.99990666,Backdoor
0.0011274954176107557,0.10089045763015747,0.051008976523884114,0.9999256,Backdoor
0.002471432344946816,0.20156633853912354,0.10201888544203518,0.9998222,Backdoor
0.0018294973593965488,0.11374741792678833,0.05778845764309244,0.9998728,Backdoor
0.00952301864092483,0.49444931745529175,0.2519861680481083,0.99918646,Backdoor
0.0013073633218589973,0.11147135496139526,0.056389359141627134,0.9999124,Backdoor
0.0010684571661960646,0.3196565508842468,0.16036250402522145,0.9999299,Backdoor
0.00395949207732037,0.11278969049453735,0.05837459128592886,0.99969864,Backdoor
0.5712241654759751,0.636127233505249,0.6036756994906121,0.8649137,Backdoor
0.013193075337566001,0.4663515090942383,0.23977229221590213,0.9988186,Backdoor
0.000600941980186995,0.0978245735168457,0.04921275774851635,0.9999628,Backdoor
0.002818840994629454,0.1729256510734558,0.08787224603404263,0.99979407,Backdoor
0.0011942994246998556,0.09460330009460449,0.04789879975965217,0.9999207,Backdoor
0.0013121824470470169,0.11105287075042725,0.05618252659873713,0.999912,Backdoor
0.02089287835259777,0.49967193603515625,0.260282407193877,0.9979912,Backdoor
0.0012606681846798625,0.06579828262329102,0.03352947540398544,0.99991584,Backdoor
0.0001945585228849426,0.07750940322875977,0.03885198087582235,0.99998915,Backdoor
0.0028130011423314555,0.07328897714614868,0.03805098914424007,0.99979454,Backdoor
0.00046588987438010287,0.058946192264556885,0.029706041069468492,0.99997187,Backdoor
0.0012606681846798625,0.06579828262329102,0.03352947540398544,0.99991584,Backdoor
0.0004982129555133806,0.0850178599357605,0.042758036445636936,0.9999697,Backdoor
0.0021727673406391856,0.33544498682022095,0.16880887708043008,0.999846,Backdoor
0.0003489045544439392,0.06702089309692383,0.03368489882568388,0.9999795,Backdoor
0.0018248687755341188,0.12045854330062866,0.06114170603808139,0.99987316,Backdoor
0.004422904368624432,0.1796155571937561,0.09201923078119027,0.9996587,Backdoor
0.0028596751175828474,0.4785693883895874,0.24071453175358512,0.9997907,Backdoor
0.0018741664939220136,0.1464465856552124,0.07416037607456721,0.99986935,Backdoor
0.002115301286094345,0.33237236738204956,0.16724383433407194,0.9998505,Backdoor
0.009967288121115572,0.43693405389785767,0.22345067100948662,0.999143,Backdoor
0.0012848459390538195,0.06480956077575684,0.033047203357405325,0.99991405,Backdoor
0.0073084800062464955,0.09241825342178345,0.04986336671401497,0.999398,Backdoor
0.007829148748239659,0.22667628526687622,0.11725271700755793,0.99934906,Backdoor
0.002213481546002036,0.30751049518585205,0.15486198836592704,0.99984276,Backdoor
0.007171838446521534,0.4468303918838501,0.2270011151651858,0.99941075,Backdoor
0.004133249642884661,0.32048916816711426,0.16231120890499945,0.99968374,Backdoor
0.0011274954176107557,0.10089045763015747,0.051008976523884114,0.9999256,Backdoor
0.005924292420536239,0.3335038423538208,0.1697140673871785,0.9995254,Backdoor
0.0005886496293852505,0.07743304967880249,0.03901084965409387,0.99996364,Backdoor
0.007245954907356645,0.30759137868881226,0.15741866679808444,0.99940383,Backdoor
0.0029933093322430143,0.11681056022644043,0.05990193477934172,0.99977976,Backdoor
0.0073084800062464955,0.09241825342178345,0.04986336671401497,0.999398,Backdoor
0.0010073832548987735,0.1085669994354248,0.05478719134516179,0.9999343,Backdoor
0.0015773608840750296,0.06428134441375732,0.03292935264891618,0.9998921,Backdoor
0.00024316616928384064,0.07275253534317017,0.036497850756227,0.9999862,Backdoor
0.0018757044286231374,0.3316164016723633,0.1667460530504932,0.9998692,Backdoor
0.008799189346334904,0.4799235463142395,0.2443613678302872,0.99925655,Backdoor
0.04199039993634877,1.2181224822998047,0.6300564411180767,0.99544454,Backdoor
0.0014383565783223945,0.3106221556663513,0.15603025612233687,0.9999026,Backdoor
0.0004676916193828309,0.08497577905654907,0.04272173533796595,0.99997175,Backdoor
0.003965068413232427,0.12613874673843384,0.06505190757583314,0.99969816,Backdoor
0.0007755576955116216,0.07928729057312012,0.04003142413431587,0.99995077,Backdoor
0.0053080997444225385,0.48122596740722656,0.24326703357582455,0.9995808,Backdoor
0.01501353185116573,0.10577565431594849,0.06039459308355711,0.9986292,Backdoor
0.0021349828866060725,0.4790523052215576,0.24059364405408185,0.99984896,Backdoor
0.0011617680833252986,0.10077029466629028,0.05096603137480779,0.9999231,Backdoor
0.0014017638263392786,0.3119790554046631,0.15669040961550118,0.99990535,Backdoor
0.0006254463588385549,0.07035809755325317,0.035491771956045866,0.99996114,Backdoor
0.001569504098520965,0.13003671169281006,0.06580310789566551,0.9998927,Backdoor
0.002769151780578316,0.10660827159881592,0.05468871168969712,0.9997981,Backdoor
0.0001886518677555174,0.08717310428619385,0.04368087807697468,0.9999895,Backdoor
0.005945344843700644,0.10825741291046143,0.057101378877081034,0.9995235,Backdoor
0.0021727673406391856,0.3262712359428406,0.1642220016417399,0.999846,Backdoor
0.0037334141646889083,0.12875401973724365,0.06624371695096629,0.9997179,Backdoor
0.004838918980338658,0.4336089491844177,0.2192239340823782,0.99962234,Backdoor
0.0015238374982108574,0.0715641975402832,0.03654401751924703,0.99989617,Backdoor
0.0018325822981964004,0.3269921541213989,0.16441236820979765,0.99987257,Backdoor
0.0018603178596841778,0.33328479528427124,0.1675725565719777,0.9998704,Backdoor
0.001073391086444499,0.12600171566009521,0.06353755337326986,0.99992955,Backdoor
0.0015064726249315531,0.0850638747215271,0.04328517367322933,0.9998975,Backdoor
0.0021046939537891275,0.1146591305732727,0.05838191226353091,0.99985135,Backdoor
0.0021727673406391856,0.33544498682022095,0.16880887708043008,0.999846,Backdoor
0.0032009081793043276,0.5026041269302368,0.25290251755477056,0.9997626,Backdoor
0.00047668963746874395,0.10258036851882935,0.051528529078149046,0.99997115,Backdoor
0.0014732541087366787,0.30108940601348877,0.15128133006111272,0.9999,Backdoor
0.0016103095017152788,0.1090928316116333,0.05535157055667429,0.9998896,Backdoor
0.059207403069886914,0.4336654543876648,0.24643642872877586,0.99313474,Backdoor
0.0012234889449850152,0.29981279373168945,0.15051814133833724,0.9999186,Backdoor
0.00044421099097378486,0.06961166858673096,0.03502793978885237,0.9999733,Backdoor
0.0015474783946321942,0.105221688747406,0.0533845835710191,0.9998944,Backdoor
0.0022465855190642067,0.16001522541046143,0.08113090546476281,0.99984014,Backdoor
0.03464032364184652,0.42441028356552124,0.2295253036036839,0.9963714,Backdoor
0.29850050558930913,0.5258832573890686,0.41219188148918884,0.9471216,Backdoor
0.0013041493120950949,0.2849522829055786,0.14312821610883686,0.9999126,DoS
0.01848472353063833,0.46269530057907104,0.2405900120548547,0.9982571,DoS
0.006562258033068448,0.4141243100166321,0.21034328402485025,0.9994672,DoS
0.00169310453629847,0.2942437529563904,0.14796842874634442,0.9998833,DoS
0.004334918447527357,0.428397536277771,0.21636622736264918,0.99966633,DoS
0.0012364357619925699,0.304742693901062,0.15298956483152729,0.9999176,DoS
0.0017506105633734916,0.25920671224594116,0.13047866140465733,0.9998789,DoS
0.0006949029967750445,0.15857529640197754,0.0796350996993763,0.99995637,DoS
0.008572009669846354,0.4341670274734497,0.22136951857164802,0.99927837,DoS
0.000741355485580318,0.29308271408081055,0.14691203478319542,0.99995315,DoS
0.0019951910548281484,0.11556917428970337,0.05878218267226576,0.9998599,DoS
0.0008044981432662838,0.1657235026359558,0.08326400038961104,0.99994874,DoS
0.001050342975927674,0.3004921078681946,0.15077122542206112,0.9999312,DoS
0.005389594664064002,0.51109379529953,0.258241694981797,0.9995735,DoS
0.002245082182435424,0.4813702702522278,0.2418076762173316,0.99984026,DoS
0.0007464967423350903,0.10266488790512085,0.05170569232372797,0.9999528,DoS
0.025966698425822214,0.37156617641448975,0.19876643742015598,0.9974124,DoS
0.24694365400281315,0.5954498648643494,0.42119675943358126,0.9589813,DoS
0.0007584779204255201,0.17397809028625488,0.0873682841033402,0.99995196,DoS
0.0027398680393291583,0.4285011291503906,0.2156204985948599,0.9998005,DoS
0.000585132424620889,0.0813482403755188,0.04096668640006984,0.9999639,DoS
0.052359279639759136,0.4368551969528198,0.24460723829628947,0.9940753,DoS
0.12171076765223413,0.46106308698654175,0.2913869273193879,0.983432,DoS
0.0014160962457585697,0.46571022272109985,0.2335631594834292,0.9999043,DoS
0.0031635614076815158,0.435666561126709,0.21941506126719526,0.9997657,DoS
0.009900459425110772,0.45937591791152954,0.23463818866832015,0.99914956,DoS
0.030763582091880355,0.491074800491333,0.2609191912916067,0.9968442,DoS
0.001384222603662117,0.315030038356781,0.15820713048022156,0.99990666,DoS
0.02450693655758789,0.16377705335617065,0.09414199495687928,0.99758136,DoS
0.00595849614203381,0.13249319791793823,0.06922584702998602,0.9995223,DoS
0.0028319748259746412,0.22059279680252075,0.1117123858142477,0.999793,DoS
0.003983184031091182,0.4396834969520569,0.22183334049157402,0.9996966,DoS
0.038853594931117404,0.4416547417640686,0.240254168347593,0.9958448,DoS
0.004400931233651403,0.4295161962509155,0.21695856374228348,0.9996606,DoS
0.03798879092016945,0.447131872177124,0.24256033154864673,0.9959539,DoS
0.0023245863693027898,0.43321579694747925,0.217770191658391,0.99983394,DoS
0.0005991875975939772,0.17052876949310303,0.0855639785453485,0.9999629,DoS
0.2846735089187351,0.5704816579818726,0.42757758345030383,0.9504051,DoS
0.0004712929680027415,0.15829455852508545,0.0793829257465441,0.9999715,DoS
0.17228931742712839,0.5489680767059326,0.3606286970665305,0.9743109,DoS
0.001569504098520965,0.13003671169281006,0.06580310789566551,0.9998927,DoS
0.0006289383708317939,0.4336559772491455,0.21714245780998864,0.9999609,DoS
0.0017939742084993897,0.3040919303894043,0.15294295229895186,0.99987555,DoS
0.055368959906484765,0.2638881802558899,0.15962857008118733,0.99366534,DoS
0.0006289383708317939,0.4336559772491455,0.21714245780998864,0.9999609,DoS
0.004400931233651403,0.4295161962509155,0.21695856374228348,0.9996606,DoS
0.003963674077326702,0.49359726905822754,0.24878047156777713,0.9996983,DoS
0.0006463675276654124,0.17274105548858643,0.08669371150812592,0.9999597,DoS
0.04820575888551848,0.5339655876159668,0.29108567325074264,0.994632,DoS
0.015120017327953466,0.49135923385620117,0.2532396255920773,0.998618,DoS
0.003551475330678495,0.46310949325561523,0.23333048429314687,0.99973327,DoS
0.2573414885978336,0.4690558910369873,0.36319868981741044,0.9566735,DoS
0.017880028499361315,0.5164880752563477,0.2671840518778545,0.9983229,DoS
0.0006271926377568616,0.15765446424484253,0.0791408284412997,0.999961,DoS
0.0014732541087366787,0.26199162006378174,0.1317324370862592,0.9999,DoS
0.0038554298092110017,0.5080233812332153,0.2559394055212132,0.9997075,DoS
0.11497901198324639,0.6012367010116577,0.358107856497452,0.9845648,DoS
0.0001886518677555174,0.08717310428619385,0.04368087807697468,0.9999895,DoS
0.0065985362952920516,0.5393564701080322,0.27297750320166214,0.99946386,DoS
0.0011062183589038413,0.3065929412841797,0.15384957982154177,0.99992716,DoS
0.0007840819215486246,0.168978750705719,0.08488141631363381,0.9999502,DoS
0.1254965787500144,0.5744175910949707,0.34995708492249256,0.9827863,DoS
0.0005798524816610874,0.16853433847427368,0.08455709547796739,0.99996424,DoS
0.0012848459390538195,0.06480956077575684,0.033047203357405325,0.99991405,DoS
0.12707666935481648,0.5547397136688232,0.34090819151181984,0.982515,DoS
0.0004224215113022392,0.16454845666885376,0.082485439090078,0.9999747,DoS
0.0024506310097345977,0.07378637790679932,0.03811850445826696,0.99982387,DoS
0.12392418436883848,0.5491369962692261,0.33653059031903226,0.98305523,DoS
0.005440271434743142,0.4768593907356262,0.24114983108518467,0.999569,DoS
0.10294283840935976,0.4661448001861572,0.2845438192977585,0.98654014,DoS
0.0012380530539227294,0.30850183963775635,0.15486994634583953,0.9999175,DoS
0.0011291301765288936,0.3040310740470886,0.15258010211180875,0.9999255,DoS
0.0061041990376761055,0.4268951416015625,0.2164996703196193,0.9995091,DoS
0.0006306836420392557,0.08992195129394531,0.04527631746799229,0.9999608,DoS
0.012979499757483592,0.46449095010757446,0.23873522493252902,0.9988405,DoS
0.005337512472659843,0.4027230739593506,0.20403029321600522,0.9995782,DoS
0.0006149574325576133,0.16820669174194336,0.08441082458725048,0.99996185,DoS
0.11087621536209459,0.5556927919387817,0.33328450365043816,0.9852454,DoS
0.0007755576955116216,0.06389576196670532,0.03233565983110847,0.99995077,DoS
0.0015206820196518628,0.10729330778121948,0.05440699490043567,0.9998964,DoS
0.03175165735506315,0.5771406292915344,0.3044461433232988,0.9967248,DoS
0.0033611278214746272,0.4257776141166687,0.21456937096907167,0.99974924,DoS
0.0006184558267195368,0.16509097814559937,0.08285471698615945,0.9999616,DoS
0.0014208697720308576,0.10557031631469727,0.05349559304336406,0.9999039,DoS
0.00952301864092483,0.49444931745529175,0.2519861680481083,0.99918646,DoS
0.0022465855190642067,0.16001522541046143,0.08113090546476281,0.99984014,DoS
0.03383680188641304,0.44975394010543823,0.24179537099592563,0.99647033,DoS
0.004450348701678034,0.4316812753677368,0.21806581203470743,0.9996563,DoS
0.0005956771948778187,0.18238449096679688,0.09149008408083735,0.99996316,DoS
0.0012380530539227294,0.2957106828689575,0.14847436796144012,0.9999175,DoS
0.0008468491229689616,0.17881149053573608,0.08982916982935252,0.99994576,DoS
0.0011910509008395153,0.31218695640563965,0.1566890036532396,0.99992096,DoS
0.002311110420125759,0.2698853611946106,0.13609823580736818,0.999835,DoS
0.028805680537108667,0.4745216965675354,0.251663688552322,0.9970784,DoS
0.0013041493120950949,0.2849522829055786,0.14312821610883686,0.9999126,DoS
0.002098629717876331,0.3204442858695984,0.16127145779373736,0.9998518,DoS
0.005191553954366558,0.4435255527496338,0.22435855335200017,0.9995912,DoS
0.0005991875975939772,0.17052876949310303,0.0855639785453485,0.9999629,DoS
0.12249832995511332,0.5310752987861633,0.32678681437063833,0.9832982,DoS
0.004422904368624432,0.1796155571937561,0.09201923078119027,0.9996587,DoS
0.009437321567060137,0.4938262104988098,0.25163176603293497,0.9991948,Exploits
0.006541513297615351,0.5004512071609497,0.2534963602292825,0.9994691,Exploits
0.009921122871889046,0.47954320907592773,0.2447321659739084,0.99914753,Exploits
0.0005728044680359582,0.09340280294418335,0.04698780370610965,0.9999647,Exploits
0.9591114714705044,0.7542893886566162,0.8567004300635603,0.6184757,Exploits
0.008799189346334904,0.4799235463142395,0.2443613678302872,0.99925655,Exploits
0.0018864656047840093,0.3098374009132385,0.15586193325901126,0.9998684,Exploits
0.0030930159381771126,0.4983554482460022,0.25072423209208966,0.99977154,Exploits
0.01569718976063459,0.45145076513290405,0.23357397744676933,0.99855703,Exploits
0.029178358879841614,0.49038267135620117,0.2597805151180214,0.9970341,Exploits
0.0007840819215486246,0.168978750705719,0.08488141631363381,0.9999502,Exploits
0.021913250076552353,0.43317079544067383,0.2275420227586131,0.99787676,Exploits
0.0019585236482666064,0.47689205408096313,0.23942528886461487,0.9998628,Exploits
0.05844223075836692,0.4072788953781128,0.23286056306823985,0.9932412,Exploits
0.0029933093322430143,0.11681056022644043,0.05990193477934172,0.99977976,Exploits
0.0018402919579671097,0.11507731676101685,0.05845880435949198,0.99987197,Exploits
0.012306394595982515,0.437938928604126,0.22512266160005426,0.99890924,Exploits
0.028366138564394964,0.4210912585258484,0.22472869854512167,0.9971306,Exploits
0.006151343110036642,0.4427453279495239,0.22444833552978027,0.9995048,Exploits
0.02640018875900868,0.5613951683044434,0.293897678531726,0.99736184,Exploits
0.19355376832775864,0.5116264820098877,0.35259012516882315,0.970167,Exploits
0.1709035672178013,0.5693086385726929,0.3701061028952471,0.9745747,Exploits
0.007906056568115142,0.4603094458580017,0.23410775121305843,0.9993418,Exploits
0.1602193492623472,0.5702823400497437,0.3652508446560454,0.9765828,Exploits
0.010680931474485256,0.43605589866638184,0.22336841507043353,0.99907255,Exploits
0.028694292211156883,0.18899399042129517,0.10884414131622602,0.99709165,Exploits
0.008356993063255736,0.4231969118118286,0.21577695243754216,0.99929893,Exploits
0.1063278331903886,0.4802350401878357,0.29328143668911216,0.9859912,Exploits
0.009614700845400996,0.47639477252960205,0.24300473668750153,0.9991775,Exploits
0.0006306836420392557,0.0900924801826477,0.045361581912343484,0.9999608,Exploits
0.0007584779204255201,0.17397809028625488,0.0873682841033402,0.99995196,Exploits
0.0009575513657871783,0.10526436567306519,0.05311095851942618,0.9999379,Exploits
0.010394506462003386,0.5090841054916382,0.25973930597682077,0.9991009,Exploits
0.0015474783946321942,0.105221688747406,0.0533845835710191,0.9998944,Exploits
0.04311549162769082,0.38473594188690186,0.21392571675729632,0.99529934,Exploits
0.003845632508473276,0.4528558850288391,0.22835075876865618,0.99970835,Exploits
0.02281606494056991,0.4683781862258911,0.24559712558323052,0.99777466,Exploits
0.05766041912537595,0.49459904432296753,0.27612973172417177,0.9933496,Exploits
0.00046588987438010287,0.058946192264556885,0.029706041069468492,0.99997187,Exploits
0.018099544198970793,0.4941987991333008,0.25614917166613577,0.99829906,Exploits
0.006232409416665409,0.49547719955444336,0.25085480448555436,0.9994974,Exploits
0.0211893079183478,0.38117069005966187,0.20117999898900482,0.99795806,Exploits
0.0016337935311484262,0.2749100923538208,0.13827194294248463,0.9998878,Exploits
0.336298659115455,0.4609963297843933,0.39864749444992414,0.93775356,Exploits
0.02182486039931009,0.556343674659729,0.28908426752951955,0.9978867,Exploits
0.00462270857230045,0.4556547999382019,0.23013875425525118,0.9996413,Exploits
0.005793782445398874,0.40437746047973633,0.2050856214625676,0.9995372,Exploits
0.0020012940876084732,0.3023580312728882,0.15217966268024832,0.99985945,Exploits
0.07795319492092052,0.5257418155670166,0.3018475052439686,0.99042636,Exploits
0.025279291832010324,0.41564834117889404,0.2204638165054522,0.9974922,Exploits
0.0005374222287052774,0.08632612228393555,0.04343177225632041,0.9999671,Exploits
0.003169311069858896,0.43826085329055786,0.22071508218020838,0.9997652,Exploits
0.03237780856564976,0.5124622583389282,0.272420033452289,0.9966487,Exploits
0.015003328442957509,0.4753076434135437,0.2451554859282506,0.9986303,Exploits
0.016023878867635257,0.4330098628997803,0.22451687088370775,0.99852234,Exploits
0.0672075630357349,0.5003920793533325,0.28379982119453373,0.992002,Exploits
0.28114479038616336,0.5065113306045532,0.3938280604953583,0.95123094,Exploits
0.010025552618553188,0.39740222692489624,0.20371388977172472,0.9991373,Exploits
0.0009542188660230964,0.3077056407928467,0.1543299298294349,0.99993813,Exploits
0.0013250232864640496,0.47170543670654297,0.2365152299965035,0.99991107,Exploits
0.008142986182931708,0.5189704895019531,0.26355673784244243,0.9993193,Exploits
0.08179270760143273,0.46620917320251465,0.2740009404019737,0.989849,Exploits
0.012267679688935945,0.4274948239326477,0.21988125181079182,0.99891317,Exploits
